"","X","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5","gender","education","age"
"936",63613,1,5,5,6,6,5,6,5,1,1,2,1,6,6,6,1,1,1,1,1,6,1,6,2,1,2,3,31
"937",63616,2,5,5,4,5,4,3,3,3,2,2,NA,3,3,4,2,2,1,1,2,NA,3,5,5,2,2,1,19
"938",63617,2,5,6,6,6,5,5,4,1,4,4,1,4,6,6,5,5,4,4,1,4,5,2,5,6,2,5,31
"939",63618,2,5,6,6,5,6,5,6,2,2,1,4,6,6,5,4,4,3,6,4,6,2,5,6,4,2,1,28
"940",63619,2,2,4,4,5,5,3,2,6,6,6,6,1,2,1,4,4,4,3,4,2,5,2,6,4,1,3,21
"941",63621,4,4,4,4,4,4,5,5,4,5,6,6,3,2,3,4,5,2,4,3,5,2,2,5,5,2,2,19
"942",63623,1,5,5,6,5,4,5,6,1,1,4,4,4,4,4,1,3,3,1,2,3,1,5,5,3,2,3,27
"943",63625,2,6,4,1,4,6,4,5,1,1,3,3,6,5,3,2,2,5,6,1,6,6,6,6,1,1,3,21
"944",63631,3,4,4,2,5,5,5,4,3,4,3,2,5,5,5,3,3,2,3,1,6,1,6,6,2,1,3,23
"945",63636,1,6,6,4,6,6,5,6,3,6,3,1,5,6,5,2,4,4,4,3,5,6,4,6,4,2,4,29
"946",63637,5,5,5,6,4,5,5,5,2,5,5,5,4,5,5,2,4,4,2,2,5,5,5,4,4,1,3,24
"947",63638,2,5,4,4,4,4,4,3,4,6,4,3,2,4,4,2,4,3,2,2,4,4,4,6,4,2,NA,16
"948",63642,3,4,6,1,4,5,5,4,3,5,1,1,5,6,5,4,6,2,4,1,6,4,4,5,2,1,3,22
"949",63644,1,5,6,4,6,3,5,5,5,5,2,4,3,5,4,6,6,5,6,6,3,5,5,6,3,2,4,41
"950",63648,1,4,6,5,6,5,4,4,3,1,5,6,5,4,3,1,1,2,2,1,5,1,5,6,2,1,3,26
"951",63649,1,5,5,3,5,4,5,4,4,3,1,2,4,5,3,2,4,2,4,NA,5,4,3,5,3,1,5,47
"952",63655,2,6,5,6,2,5,5,5,2,1,4,1,3,5,5,3,5,3,4,5,3,5,3,4,5,2,3,50
"953",63657,2,4,4,4,6,6,5,5,5,6,1,5,5,4,4,1,1,3,4,4,3,1,4,6,3,2,5,29
"954",63658,2,6,5,3,4,3,4,2,2,2,2,5,1,6,2,3,3,3,2,1,6,6,4,6,2,1,3,20
"955",63659,4,4,4,2,5,4,3,4,3,4,2,2,4,5,6,4,4,4,3,2,6,2,5,3,2,2,5,55
"956",63661,2,5,4,5,5,4,4,4,4,4,2,3,4,5,2,5,5,5,4,3,4,4,4,4,3,2,3,22
"957",63668,4,5,4,4,5,6,6,5,1,1,1,3,1,2,4,3,4,4,5,4,5,1,5,4,1,2,3,35
"958",63669,1,5,6,4,5,4,3,5,5,4,6,4,5,4,3,3,2,2,1,4,4,5,3,5,5,2,3,20
"959",63670,4,4,4,6,3,5,5,3,3,4,5,5,3,3,4,4,5,3,4,2,5,2,4,5,2,1,2,49
"960",63672,3,5,5,6,5,5,4,4,2,2,1,2,2,5,5,2,2,2,2,2,4,3,4,5,2,2,5,39
"961",63675,3,4,6,6,NA,5,4,5,2,4,1,4,5,4,4,1,1,1,2,3,6,1,6,6,3,2,3,23
"962",63676,2,5,6,5,5,4,5,3,2,6,3,4,5,5,4,3,5,4,4,3,5,4,5,5,2,2,3,25
"963",63677,1,6,6,5,6,6,4,2,1,6,6,6,2,4,5,1,6,1,6,1,6,1,6,6,1,1,5,25
"964",63681,2,5,4,2,4,5,5,5,1,5,2,2,2,4,5,5,4,2,5,1,2,2,5,4,2,2,NA,36
"965",63682,2,6,3,4,5,3,2,3,2,4,2,3,3,6,5,4,2,1,2,1,5,1,6,5,2,1,4,38
"966",63683,2,6,5,5,5,5,3,4,2,5,2,2,1,4,6,2,5,5,4,1,5,5,6,6,1,1,1,17
"967",63687,2,6,4,5,4,3,4,3,5,6,2,6,3,4,3,6,6,5,5,5,5,1,5,6,3,1,NA,17
"968",63690,5,5,2,3,3,4,3,4,3,5,4,1,5,4,5,6,6,6,4,3,5,1,6,2,3,2,3,19
"969",63692,1,6,6,6,6,5,2,4,2,3,2,2,5,6,4,3,2,1,1,2,5,2,5,5,3,2,4,56
"970",63693,1,6,6,5,4,4,4,4,5,5,2,4,4,4,4,4,5,4,4,4,5,3,6,5,4,2,4,28
"971",63696,2,5,5,5,3,3,2,2,4,4,2,4,4,5,5,2,2,2,4,3,5,2,4,5,3,2,3,17
"972",63697,1,5,6,6,5,6,6,4,1,1,4,2,5,5,6,4,5,4,4,3,6,4,5,4,6,2,3,26
"973",63699,5,5,5,6,2,5,4,3,3,1,1,2,5,5,4,5,4,5,2,4,6,5,5,5,1,2,3,46
"974",63700,1,5,4,6,3,5,5,5,2,4,3,4,2,4,4,2,2,2,1,2,4,4,4,2,4,2,3,21
"975",63701,6,6,6,6,6,6,6,6,1,3,5,2,5,5,6,6,6,6,3,1,2,4,5,6,2,2,3,46
"976",63704,1,6,6,6,5,5,NA,5,1,2,2,2,4,6,5,2,2,2,1,2,NA,3,5,5,2,2,2,39
"977",63705,2,4,4,1,2,6,6,6,1,4,6,6,1,1,4,6,6,6,6,6,3,5,1,6,5,2,3,19
"978",63706,1,5,6,6,5,5,4,4,NA,1,4,4,5,3,4,4,4,5,1,1,6,1,5,6,2,2,3,25
"979",63707,1,5,6,5,4,3,4,2,3,4,5,5,4,2,3,1,2,2,5,3,5,2,4,5,2,1,5,22
"980",63709,2,5,5,5,5,4,4,4,3,4,2,2,4,5,5,2,3,3,3,2,4,4,4,3,3,2,NA,17
"981",63711,2,5,6,6,5,5,3,2,4,4,1,2,4,5,2,5,5,3,3,2,3,2,5,6,3,2,3,27
"982",63712,1,5,6,6,6,6,6,5,2,4,1,3,6,5,6,4,4,4,3,6,6,1,6,6,1,2,4,20
"983",63713,3,5,5,4,6,6,6,5,1,1,5,4,6,4,6,4,4,4,4,2,6,1,6,2,1,1,5,21
"984",63721,4,6,6,6,6,6,6,6,4,1,5,5,5,5,5,4,4,2,4,4,5,4,4,6,4,2,3,21
"985",63723,1,6,6,6,6,2,5,5,1,2,1,1,5,6,5,2,3,1,1,2,5,4,6,4,1,2,4,55
"986",63724,1,5,5,6,5,2,3,4,4,5,3,4,3,3,4,3,3,2,4,4,3,4,4,6,4,2,3,24
"987",63726,2,3,5,6,5,5,5,5,2,5,5,2,4,3,2,2,1,4,1,1,4,1,6,2,2,1,4,25
"988",63727,4,4,3,5,5,6,5,6,1,2,3,2,2,5,5,3,3,4,2,2,4,3,3,6,4,1,5,39
"989",63728,3,6,6,6,5,3,2,5,4,4,1,3,5,5,6,5,6,6,3,2,6,1,5,5,3,2,3,39
"990",63729,3,5,6,4,5,4,3,4,2,4,2,2,5,4,6,4,5,5,2,2,4,1,5,6,3,2,3,21
"991",63732,1,4,4,4,4,2,3,4,2,2,5,4,4,4,3,2,2,3,5,2,5,3,3,5,2,2,5,37
"992",63734,4,2,2,1,5,3,4,2,4,4,5,4,3,4,1,1,3,1,3,1,5,2,5,5,1,1,2,22
"993",63735,1,6,6,4,5,5,2,4,2,3,2,3,5,5,5,1,1,1,1,1,5,2,6,6,2,2,4,24
"994",63738,4,6,5,6,4,5,5,5,4,4,1,3,4,5,6,4,5,5,4,4,5,4,5,5,3,2,3,21
"995",63739,3,5,5,4,5,6,6,6,1,NA,2,4,6,5,6,5,2,2,1,1,5,1,6,1,1,1,3,20
"996",63742,2,4,4,6,6,6,6,1,1,6,1,6,6,5,6,6,6,6,6,2,6,1,6,6,3,1,3,19
"997",63743,2,5,4,5,5,5,3,3,2,3,3,3,3,5,5,1,1,2,2,2,4,2,4,5,3,1,3,21
"998",63744,2,5,5,4,5,3,5,4,2,5,2,3,4,5,5,4,4,2,3,1,5,1,5,5,2,1,5,30
"999",63745,1,5,5,5,5,5,4,3,3,4,3,4,4,5,4,4,5,4,4,3,5,2,4,5,2,2,1,18
"1000",63746,6,5,5,4,5,5,2,5,3,5,5,5,4,2,6,6,6,6,6,2,5,3,4,6,1,2,4,53
"1001",63748,2,4,5,1,4,3,1,5,1,4,5,4,1,NA,3,2,6,6,5,6,3,4,1,4,3,1,3,27
"1002",63750,4,4,4,3,3,6,4,4,2,4,4,4,3,2,4,3,5,5,4,4,4,2,4,5,3,2,4,48
"1003",63752,1,6,5,5,5,6,5,5,1,5,4,4,5,5,4,1,4,4,4,2,6,4,3,5,5,2,4,30
"1004",63760,2,4,6,6,5,4,3,3,2,3,5,3,3,4,4,4,4,4,3,2,3,4,3,3,4,2,3,25
"1005",63761,2,5,5,4,4,2,2,2,4,5,4,4,4,5,5,1,2,2,5,4,6,5,5,6,1,2,4,35
"1006",63762,1,6,6,1,6,1,1,1,6,6,1,6,6,1,4,6,6,2,6,6,6,1,6,3,1,2,NA,17
"1007",63763,1,6,6,4,1,1,6,5,4,2,6,1,3,5,1,5,5,5,6,4,6,1,6,6,6,2,3,41
"1008",63766,3,5,6,6,5,5,4,5,1,1,1,1,3,6,4,1,1,1,1,2,5,1,4,4,2,2,3,41
"1009",63767,1,6,6,6,6,6,6,6,1,1,4,1,6,6,6,1,1,1,1,1,6,1,6,1,1,2,3,37
"1010",63768,2,5,5,4,5,5,4,5,2,3,5,2,4,5,6,4,2,4,3,2,4,2,4,4,4,2,3,60
"1011",63770,3,6,6,6,5,5,5,3,2,4,1,2,5,5,5,4,4,4,3,2,4,2,5,6,1,2,3,23
"1012",63773,2,6,5,6,6,6,6,5,1,4,4,2,5,5,6,4,NA,1,1,NA,6,4,5,5,1,1,3,53
"1013",63775,1,5,3,4,5,5,4,4,1,2,5,4,2,5,2,1,2,2,1,2,6,1,6,5,2,2,2,19
"1014",63776,1,NA,5,6,6,5,6,NA,2,6,1,1,4,6,4,3,5,3,NA,1,4,4,4,6,5,2,3,35
"1015",63778,3,5,2,2,4,5,3,6,1,5,3,5,1,4,2,1,3,6,6,6,6,4,3,6,1,1,2,19
"1016",63788,1,5,5,6,5,5,5,1,5,6,1,2,5,6,5,2,2,2,4,1,5,1,5,6,1,1,1,24
"1017",63789,2,4,3,6,4,4,5,5,1,2,6,5,4,4,4,3,3,4,3,5,5,4,3,5,4,2,3,21
"1018",63791,2,6,4,5,4,5,5,5,1,1,2,2,4,3,6,1,2,1,2,1,5,2,6,4,2,2,3,29
"1019",63792,4,6,6,6,5,4,3,2,2,3,2,3,5,6,4,4,4,3,3,4,2,3,4,3,3,2,4,25
"1020",63793,4,6,6,6,5,4,3,3,2,3,2,3,5,6,4,2,2,2,2,2,3,3,4,3,3,2,4,25
"1021",63794,5,5,5,6,4,6,6,4,1,1,2,2,4,5,5,1,2,2,2,5,4,2,5,2,3,2,3,18
"1022",63796,1,6,4,6,4,4,3,4,3,6,2,3,4,5,4,6,6,6,6,5,4,3,3,5,3,2,5,37
"1023",63798,6,6,6,6,6,6,6,5,1,4,2,4,5,6,6,4,4,6,NA,6,5,3,6,6,1,2,3,20
"1024",63799,1,5,6,6,4,4,5,5,1,1,6,4,4,5,4,1,3,4,2,4,4,4,3,4,3,2,3,21
"1025",63801,1,5,6,5,5,5,5,4,2,3,1,2,4,5,4,3,4,2,3,5,6,2,4,6,5,2,1,34
"1026",63803,1,6,6,5,6,6,4,5,2,4,1,1,4,6,5,1,2,3,1,2,3,4,5,4,2,2,2,38
"1027",63807,2,3,4,5,3,3,3,3,2,6,5,3,6,4,4,6,6,5,4,1,3,2,4,6,4,1,4,30
"1028",63810,3,5,4,4,5,5,4,4,4,6,4,4,4,4,5,2,2,6,6,5,6,1,5,6,3,1,1,16
"1029",63811,5,5,5,6,5,6,6,6,1,3,5,4,4,5,6,5,5,4,2,6,6,3,4,6,5,2,3,23
"1030",63812,1,NA,6,6,6,3,5,5,1,2,1,1,5,5,NA,2,2,1,1,2,6,1,5,6,1,2,3,22
"1031",63815,2,5,4,6,3,4,5,6,2,1,1,2,4,6,5,2,2,1,1,1,6,1,6,6,1,1,3,37
"1032",63816,2,5,4,5,5,6,5,4,1,2,5,3,2,4,3,3,2,2,2,2,2,3,4,3,4,1,4,30
"1033",63817,3,5,5,2,6,6,6,6,1,1,2,1,6,6,5,5,4,5,1,2,5,2,5,3,1,2,3,21
"1034",63818,1,4,4,6,3,3,5,4,4,4,6,5,1,1,4,6,6,6,4,2,4,2,4,4,3,2,3,32
"1035",63820,4,2,1,2,2,5,6,5,2,4,6,6,1,2,5,2,2,1,2,1,2,5,2,5,1,2,NA,14
"1036",63822,1,5,5,2,5,2,5,2,1,5,5,2,2,2,5,2,2,2,4,4,5,2,4,5,1,2,4,55
"1037",63823,4,5,4,6,4,4,4,2,3,4,3,1,4,5,5,NA,4,4,2,1,3,5,3,5,4,1,4,26
"1038",63824,1,6,6,6,6,1,6,5,2,5,2,1,6,3,6,1,4,1,5,1,6,1,5,3,1,2,5,22
"1039",63825,1,5,6,5,6,4,2,5,3,5,1,2,5,5,4,1,4,1,1,3,5,1,4,5,2,1,3,21
"1040",63826,4,4,2,5,3,4,5,5,5,NA,6,5,1,1,2,5,4,4,6,3,2,3,1,4,3,2,4,28
"1041",63827,1,6,5,2,5,6,4,5,1,5,3,4,3,5,4,1,1,1,4,1,5,4,2,6,2,2,5,41
"1042",63828,3,3,4,5,5,5,5,3,3,6,4,5,3,5,3,1,3,2,2,2,6,3,5,4,3,1,NA,17
"1043",63829,1,5,5,5,2,3,5,4,2,3,5,2,2,4,6,2,3,4,3,2,5,2,5,5,3,2,5,52
"1044",63834,5,6,6,4,6,5,5,4,2,5,2,1,6,5,5,5,5,5,4,1,6,2,6,6,1,2,1,18
"1045",63835,5,5,3,6,5,4,5,5,3,3,5,4,2,5,6,1,1,NA,1,1,5,2,6,NA,1,1,5,56
"1046",63837,5,3,5,4,4,5,4,3,1,1,3,5,3,3,5,3,3,1,3,2,3,3,2,4,3,2,5,55
"1047",63838,1,5,5,5,4,5,5,5,1,1,1,1,5,6,5,1,1,1,1,1,6,1,5,4,4,2,4,43
"1048",63839,4,5,1,5,1,4,6,6,6,4,6,4,2,1,6,5,5,4,6,3,6,4,5,6,5,1,3,22
"1049",63846,2,6,6,3,5,6,3,5,1,1,3,2,3,5,5,3,4,4,3,4,5,1,5,5,2,2,4,25
"1050",63847,5,5,2,5,1,5,5,5,2,3,4,4,5,4,5,2,3,3,2,5,5,1,5,6,2,2,3,27
"1051",63849,1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,2,4,3,2,6,1,6,4,1,2,2,48
"1052",63851,3,4,5,1,4,5,5,6,2,4,5,5,3,3,5,5,5,4,2,2,6,1,5,6,2,2,5,31
"1053",63852,4,5,5,5,6,5,5,6,2,4,1,1,5,5,5,3,4,4,1,3,4,4,4,5,2,2,3,24
"1054",63853,3,4,3,2,4,5,5,5,2,5,NA,3,5,5,5,2,3,2,5,6,6,5,5,6,3,1,3,21
"1055",63854,1,6,6,5,6,6,6,1,2,5,1,1,6,6,6,1,1,2,4,6,6,1,5,6,3,1,3,24
"1056",63855,2,5,5,5,5,6,5,6,1,2,1,4,4,4,6,1,4,4,5,6,6,2,4,5,2,2,3,21
"1057",63856,2,5,4,6,5,4,5,1,2,6,2,1,6,6,5,5,6,5,3,4,6,1,5,6,2,2,3,27
"1058",63862,5,2,1,1,1,2,5,2,3,5,4,6,1,2,1,1,1,1,1,1,6,2,5,6,6,1,1,18
"1059",63863,3,5,5,6,4,5,6,5,2,2,5,2,2,4,5,4,4,2,2,2,5,5,5,4,2,1,3,24
"1060",63866,4,5,3,5,4,4,2,4,3,4,4,3,2,NA,5,2,4,2,2,3,3,4,4,3,3,1,5,32
"1061",63868,2,4,5,4,2,4,3,3,2,4,3,5,2,2,3,5,5,6,4,4,5,2,3,5,1,2,1,19
"1062",63871,1,6,6,5,5,6,6,6,1,1,4,5,5,1,5,3,5,1,1,1,6,2,5,5,5,2,5,52
"1063",63873,1,6,6,5,5,3,3,4,4,4,4,4,4,4,4,3,4,4,5,2,5,1,5,6,2,1,1,18
"1064",63875,5,6,5,6,5,6,5,6,1,3,2,4,2,5,5,1,2,1,2,1,5,2,5,5,2,1,3,30
"1065",63877,4,4,4,4,5,6,3,2,5,5,5,4,4,4,4,3,3,4,5,3,6,2,5,6,2,1,1,18
"1066",63879,4,4,1,1,2,4,3,5,2,1,1,1,4,2,5,4,5,2,4,2,5,1,6,4,1,2,4,22
"1067",63880,2,4,2,5,4,5,5,6,1,5,5,5,2,2,6,2,2,1,1,1,6,1,5,6,1,1,4,46
"1068",63881,5,5,5,2,6,5,4,5,5,5,4,5,1,2,4,2,4,1,1,1,5,1,4,3,2,1,NA,16
"1069",63882,3,5,5,3,5,5,3,4,1,6,6,2,4,2,4,5,5,5,4,2,5,4,6,6,1,1,4,28
"1070",63883,3,4,6,6,4,6,2,4,1,2,2,3,5,5,6,4,5,4,2,4,6,6,6,5,3,2,3,19
"1071",63884,2,5,5,2,6,4,3,NA,2,4,2,2,3,6,6,1,4,1,2,1,5,2,6,4,1,1,4,38
"1072",63885,5,4,1,2,2,5,5,4,2,4,2,4,3,4,4,2,3,2,2,2,4,3,6,5,3,2,4,24
"1073",63887,3,4,2,5,4,5,5,4,4,4,3,3,2,4,5,2,5,4,2,6,5,4,5,6,1,2,4,22
"1074",63888,6,1,5,4,2,3,4,3,2,3,1,3,5,2,4,5,6,6,2,4,4,5,3,2,4,2,1,16
"1075",63890,1,6,5,3,5,4,2,2,2,2,2,2,4,5,5,1,1,1,1,1,5,2,5,5,2,2,4,24
"1076",63897,4,5,4,2,4,4,2,5,5,6,3,5,4,3,3,3,5,4,3,1,5,1,4,4,3,1,3,23
"1077",63898,1,5,4,5,2,2,5,2,5,2,4,4,4,4,4,1,1,3,2,4,6,1,6,6,1,1,4,23
"1078",63899,1,6,5,4,5,5,6,5,4,4,6,1,3,6,5,5,4,6,5,5,6,4,5,6,2,2,5,22
"1079",63900,3,5,2,4,2,5,4,6,2,2,5,4,4,5,5,3,3,2,3,1,4,2,4,6,2,1,5,24
"1080",63902,1,6,5,6,5,5,5,5,2,2,3,3,4,5,5,1,2,2,2,3,5,2,5,5,2,2,3,26
"1081",63907,3,5,4,6,5,6,5,5,2,5,2,4,5,5,3,2,NA,3,6,5,6,1,6,5,1,2,3,22
"1082",63909,3,3,4,4,3,3,3,4,2,4,2,2,3,3,2,2,2,2,4,2,3,3,2,5,2,1,1,35
"1083",63911,1,6,5,5,6,5,5,5,1,5,3,1,3,5,6,1,2,2,2,2,2,1,3,6,1,2,3,43
"1084",63912,1,6,6,6,6,4,3,1,4,2,2,2,5,6,6,1,2,2,1,1,6,3,3,3,4,2,NA,17
"1085",63913,2,5,5,6,6,6,5,5,1,1,2,1,6,5,5,1,1,1,2,2,6,1,6,6,1,2,5,37
"1086",63918,1,6,6,6,6,6,5,5,1,2,1,2,4,6,6,1,1,1,1,3,5,3,5,5,2,2,3,21
"1087",63924,4,4,6,4,6,4,3,4,4,3,1,1,4,6,6,3,4,4,1,2,5,6,4,4,4,2,3,21
"1088",63925,2,5,5,5,3,4,4,4,2,3,4,4,2,3,3,1,2,2,2,2,4,5,2,6,2,2,5,25
"1089",63930,4,4,5,6,5,4,5,5,2,2,2,1,4,5,5,3,2,2,2,4,4,4,4,2,4,1,3,27
"1090",63931,2,3,5,4,4,5,5,4,2,5,4,4,4,2,4,2,3,2,3,4,5,1,5,4,1,1,4,22
"1091",63932,1,6,6,4,4,6,5,5,2,2,5,3,4,4,5,6,5,5,4,2,5,3,4,6,3,2,3,19
"1092",63934,1,NA,6,6,6,5,5,6,1,1,1,1,6,6,6,4,4,3,1,1,6,3,6,4,1,2,3,40
"1093",63937,1,5,3,1,4,2,5,5,4,6,4,5,3,1,4,1,1,3,2,1,5,1,4,6,1,1,1,21
"1094",63939,2,5,5,2,3,5,4,4,4,4,4,5,2,2,4,3,4,5,5,6,5,3,5,6,2,1,1,17
"1095",63942,3,5,5,4,5,4,2,2,6,6,1,2,5,6,4,2,2,4,4,4,6,2,6,6,2,1,NA,21
"1096",63946,5,1,2,6,2,2,4,2,4,5,4,5,4,1,5,6,6,6,5,4,6,1,3,3,3,1,NA,17
"1097",63947,2,6,6,6,6,5,5,5,1,1,2,2,5,6,6,5,5,5,2,1,5,2,6,5,1,2,2,19
"1098",63948,1,5,3,6,6,4,3,1,5,5,4,2,2,5,2,3,3,2,5,6,5,2,5,6,1,2,3,22
"1099",63950,1,5,2,6,4,4,4,3,4,5,3,2,5,5,2,1,2,4,3,2,6,2,5,6,2,2,3,18
"1100",63952,2,NA,6,6,6,4,1,5,3,6,1,1,4,6,6,1,4,4,6,6,6,4,6,1,1,1,2,62
"1101",63955,2,3,4,2,4,1,4,2,3,6,5,5,4,4,2,4,6,5,2,2,4,5,3,6,4,2,4,22
"1102",63956,1,6,5,6,6,6,6,5,3,2,3,3,6,5,6,6,6,6,3,6,6,1,6,6,1,2,3,31
"1103",63957,2,3,5,5,4,5,6,5,1,6,6,6,1,1,1,1,1,5,5,1,6,3,2,6,4,1,1,22
"1104",63958,2,4,4,4,5,5,4,4,2,5,4,2,4,5,3,2,3,4,3,1,4,2,4,5,3,1,4,23
"1105",63959,2,6,6,6,5,5,5,5,5,5,2,4,3,4,4,1,2,5,5,5,5,1,5,5,2,2,3,22
"1106",63961,4,1,2,4,5,5,6,4,2,6,5,4,6,2,4,2,5,5,6,5,6,3,5,6,1,2,NA,31
"1107",63962,1,NA,5,6,6,5,3,6,1,4,1,1,6,5,6,1,2,1,1,1,6,1,5,6,1,1,2,50
"1108",63963,5,5,6,1,5,5,4,5,5,6,6,5,3,3,4,2,3,3,3,3,5,3,1,6,4,1,1,20
"1109",63966,1,6,5,6,6,4,5,5,4,5,5,4,4,4,5,3,3,5,6,3,5,1,6,6,1,2,3,28
"1110",63967,2,5,6,5,5,5,5,6,1,1,3,1,5,5,6,1,1,1,1,1,6,1,6,4,1,1,4,35
"1111",63971,3,5,5,5,3,5,5,6,2,4,3,5,2,2,5,3,5,4,3,2,4,2,4,5,2,2,3,20
"1112",63977,2,4,5,5,5,6,5,4,2,4,3,1,6,5,6,2,2,1,2,3,6,2,6,5,1,2,4,36
"1113",63978,5,5,6,6,5,6,6,6,5,4,6,5,6,6,5,6,6,5,4,6,5,6,5,6,5,2,NA,27
"1114",63979,3,4,5,5,3,6,6,2,5,5,5,6,2,1,5,1,1,1,5,2,5,2,5,6,1,1,4,28
"1115",63980,2,4,4,6,3,4,5,2,3,6,4,4,3,3,2,2,2,2,5,3,2,5,4,3,5,2,2,40
"1116",63982,4,2,2,4,3,6,5,5,3,3,3,4,2,1,4,2,2,4,3,2,2,4,4,4,4,2,3,20
"1117",63983,2,5,5,2,4,5,3,5,5,5,6,6,1,1,2,2,3,2,4,2,4,2,2,6,3,1,3,23
"1118",63984,2,4,3,1,5,6,5,5,1,4,2,6,5,5,5,2,4,6,5,1,6,1,5,6,1,2,3,18
"1119",63985,6,6,3,6,6,4,4,4,4,4,5,3,3,6,5,4,5,NA,4,3,4,2,5,6,5,2,2,23
"1120",63987,1,6,5,6,4,5,5,4,4,3,NA,3,3,3,4,1,2,2,1,4,5,4,5,6,1,2,5,27
"1121",63990,3,5,4,4,5,4,4,3,2,6,1,2,2,5,5,2,2,4,2,1,6,2,4,5,1,2,3,22
"1122",63991,3,NA,NA,NA,3,3,NA,NA,NA,3,NA,3,NA,3,NA,NA,3,3,NA,NA,NA,3,NA,3,NA,2,3,17
"1123",63993,2,2,2,5,4,5,2,3,3,4,3,2,3,3,4,4,4,3,4,2,6,1,5,5,1,1,2,32
"1124",63997,2,4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,3,5,3,4,5,1,1,3,25
"1125",63999,2,4,3,6,4,4,2,4,4,4,4,5,4,2,4,2,3,4,4,3,6,2,4,5,3,2,5,28
"1126",64000,3,5,3,6,4,2,2,4,5,6,3,5,5,3,4,1,1,2,NA,4,6,4,5,5,2,2,4,25
"1127",64001,3,6,6,3,6,6,6,5,1,5,1,1,6,6,6,4,6,4,1,1,6,1,6,6,1,2,2,40
"1128",64003,2,5,5,6,5,4,5,5,1,2,2,1,4,6,5,1,1,2,2,2,5,3,5,6,1,2,3,28
"1129",64005,2,5,5,5,3,4,2,6,2,5,1,4,3,5,6,3,4,3,2,4,4,3,5,5,2,2,2,33
"1130",64006,1,6,5,5,5,5,5,5,1,1,2,2,5,2,6,3,5,3,2,4,6,5,1,3,5,2,4,39
"1131",64010,2,5,6,6,5,4,5,4,4,4,5,3,5,5,5,1,2,1,2,1,5,3,5,5,3,1,3,20
"1132",64012,4,6,2,6,6,4,4,5,3,5,1,4,4,4,2,3,5,4,5,5,6,6,1,4,5,2,NA,46
"1133",64014,1,6,6,4,5,5,3,5,2,2,2,3,3,5,3,2,5,3,2,4,5,2,2,6,2,2,5,28
"1134",64016,4,5,5,6,4,6,6,6,1,1,4,1,6,6,6,2,4,5,5,4,6,1,5,6,1,2,3,21
"1135",64017,3,4,5,6,6,3,6,6,1,1,3,1,5,6,6,1,1,1,1,1,5,1,6,6,1,1,3,36
"1136",64018,1,4,6,6,3,6,5,6,2,2,4,5,2,3,5,2,3,2,4,1,3,2,6,5,1,2,5,50
"1137",64020,1,6,6,6,NA,6,2,6,1,2,6,6,5,6,6,1,2,6,1,4,6,1,2,6,5,2,3,40
"1138",64021,1,6,6,6,6,2,5,4,1,6,1,1,1,6,3,3,2,1,5,1,6,6,6,5,4,2,3,46
"1139",64024,1,6,6,6,6,5,6,5,1,1,1,1,5,6,2,1,2,4,4,1,6,5,6,6,1,2,3,11
"1140",64025,1,6,6,6,6,6,4,5,1,2,1,1,6,6,6,1,1,1,1,1,6,1,6,6,2,2,3,38
"1141",64028,4,5,3,6,3,3,2,4,NA,4,4,4,4,5,2,1,1,2,2,1,6,4,5,5,2,2,3,22
"1142",64029,5,5,5,5,5,5,6,5,5,NA,5,4,6,5,6,5,6,5,4,5,NA,6,5,5,6,1,1,16
"1143",64030,5,3,4,4,4,4,1,3,3,4,6,6,1,1,1,2,4,3,4,3,6,1,3,5,2,2,NA,15
"1144",64031,6,5,4,6,6,6,6,5,3,1,4,4,5,6,6,3,1,2,1,2,5,5,4,3,3,1,2,19
"1145",64032,4,4,4,4,4,4,3,3,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,NA,3,2,1,20
"1146",64033,1,5,4,5,4,2,3,3,1,6,3,3,2,2,5,3,2,3,5,3,3,3,4,6,2,2,5,29
"1147",64036,2,6,4,6,5,4,5,5,2,2,4,2,6,6,3,2,2,5,4,3,5,4,3,6,3,2,3,25
"1148",64044,3,6,5,3,5,3,3,5,5,4,5,6,2,4,4,6,6,4,5,6,4,4,3,5,4,1,3,25
"1149",64046,2,5,4,3,4,4,4,4,3,3,5,5,3,4,4,5,5,5,4,5,3,3,4,5,2,1,3,25
"1150",64047,1,5,5,2,3,3,4,3,3,4,4,4,5,3,6,6,6,5,6,6,5,1,6,6,1,2,3,21
"1151",64049,3,4,1,6,4,2,1,6,2,6,6,6,1,1,3,2,4,1,6,1,6,1,1,6,1,2,3,19
"1152",64050,1,6,5,6,5,5,1,4,3,4,3,2,1,4,1,1,2,2,4,4,4,5,3,2,2,2,3,40
"1153",64051,2,5,6,5,6,5,5,6,NA,2,2,2,6,6,5,1,1,1,1,1,6,1,4,6,2,1,3,19
"1154",64053,1,6,6,6,6,6,5,5,1,1,3,2,5,5,6,2,2,1,1,1,6,1,5,6,4,2,4,38
"1155",64056,4,6,6,6,6,2,2,3,5,6,1,2,6,6,5,NA,6,6,4,6,6,6,5,6,1,2,3,22
